Thread,Gender,Location,Political_leaning
19,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
19,Male,California,Conservative
19,Male,Your Back Yard,Independen
19,Male,menifee calif.,Liberal
19,Male,"US, California - federalist",Liberal
19,,New Zealan,Independen
19,,,Cenrist
19,,New Zealan,Independen
19,Male,Virginia,Conservative
19,,,
19,,,Cenrist
20,Male,,Progressive
21,Male,,Independen
21,Male,CT,
21,Male,,Independen
21,Male,Massachuset,Other
21,Male,,Independen
21,Male,Massachuset,Other
21,,,
21,Male,C17,Liberal
21,Male,,Independen
21,,,
21,Male,,Independen
21,,,
21,Male,C17,Liberal
21,Male,foothills of destin,Slightly Liberal
21,,,
21,Male,,Communist
21,Male,Flanders.,
21,Male,Flanders.,
21,Male,"Sarasota, Florida and Sydney, Australia",Progressive
21,Male,,Communist
21,,,
22,Male,California Caliphat,Independen
22,Male,PNW,Libertarian - Left
22,Male,"Cambridge, MA",Slightly Liberal
22,,'Murica,Independen
23,Male,"Staten Island, NY USA",Other
23,Male,,Conservative
23,Male,,Libertarian - Left
23,Male,Texas,Independen
23,Male,Flori-duh,Progressive
23,Male,,Communist
24,Male,California Caliphat,Independen
24,,'Murica,Independen
24,,,
24,Male,California Caliphat,Independen
24,,'Murica,Independen
25,Male,,Progressive
25,Male,Colorado,Libertarian - Left
25,Male,UP of Michigan,Independen
25,,Trumplandia,Very Conservative
26,Male,,Independen
26,Male,,Conservative
26,Male,PNW,Libertarian - Left
26,Male,,Conservative
26,Male,American Refugee in Europe,Independen
26,,,
26,Male,California Caliphat,Independen
26,Male,foothills of destin,Slightly Liberal
26,Male,,Conservative
26,Male,PNW,Libertarian - Left
26,Male,,Communist
26,Male,,Communist
26,Male,,Communist
26,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
26,Male,,Conservative
26,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
26,Male,Canada,
26,Male,"Williamsburg, Virginia",Independen
26,Male,,Communist
27,Male,Washington,Independen
27,Male,,Independen
27,Male,Washington,Independen
27,Male,,Independen
27,Male,ILxe2x80x9416,Other
28,Male,,Independen
28,Male,Colorado,Libertarian - Left
28,,,
28,Male,Colorado,Libertarian - Left
28,,,Cenrist
28,Male,Fayetenam,Conservative
28,Male,Third Coast,Other
29,Male,,Progressive
30,Male,,Independen
30,Male,,Independen
30,Male,California Caliphat,Independen
30,Male,,Independen
30,Male,"Tenessee, USA",Conservative
31,Male,,Independen
31,Male,Colorado,Independen
31,,,
31,Male,Colorado,Independen
31,Male,Chicago,Independen
31,Male,"Tenessee, USA",Conservative
32,Male,Englan,Independen
32,,,
32,,'Murica,Independen
32,Male,Englan,Independen
32,Male,,Independen
32,,,
32,,,Conservative
32,Male,,Liberal
32,,,
32,,,
32,Male,,Liberal
32,Male,,Independen
32,,,
32,Male,,Liberal
33,,,Conservative
33,,,Conservative
33,,,Conservative
33,,,Conservative
33,Male,,Independen
33,Male,"Sarasota, Florida and Sydney, Australia",Progressive
33,Male,"Tenessee, USA",Conservative
33,Male,,Libertarian - Right
33,Male,"Tenessee, USA",Conservative
33,Male,,Libertarian - Right
34,,,Conservative
34,,Somewhere in Babylon...,
34,Male,Chicago,Independen
34,,,Independen
34,,Somewhere in Babylon...,
34,Male,California,Conservative
34,Male,UP of Michigan,Independen
34,Male,California,Privat
34,,,Conservative
34,,,
34,,,
34,Male,C17,Liberal
34,Male,C17,Liberal
34,,,
34,Male,California,Conservative
34,Male,,Independen
34,Male,C17,Liberal
34,Male,WA,Libertarian
34,,,
34,,,Conservative
35,,,Libertarian - Right
35,Male,,Conservative
35,,,
35,,,Libertarian - Right
36,Male,,Progressive
36,Male,"Tenessee, USA",Conservative
36,,,
37,Male,GDL/Sweden,Cenrist
37,Male,,Independen
37,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
37,,New Zealan,Independen
37,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
37,,New Zealan,Independen
37,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
37,Male,GDL/Sweden,Cenrist
37,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
37,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
37,Male,GDL/Sweden,Cenrist
37,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
37,Male,GDL/Sweden,Cenrist
37,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
37,Male,GDL/Sweden,Cenrist
37,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
37,Male,GDL/Sweden,Cenrist
37,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
37,Male,GDL/Sweden,Cenrist
37,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
37,Male,GDL/Sweden,Cenrist
37,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
37,Male,,Liberal
37,Male,,Liberal
37,Male,GDL/Sweden,Cenrist
38,Male,,Progressive
38,Male,Colorado,Libertarian - Left
38,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
39,Male,New Mexico,Progressive
40,Male,GDL/Sweden,Cenrist
40,Male,GDL/Sweden,Cenrist
40,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
40,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
40,Male,GDL/Sweden,Cenrist
40,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
40,Male,GDL/Sweden,Cenrist
40,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
40,Male,GDL/Sweden,Cenrist
40,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
40,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
41,Male,"Staten Island, NY USA",Other
41,Male,,Conservative
42,Male,GDL/Sweden,Cenrist
42,,,Independen
42,Male,GDL/Sweden,Cenrist
42,,,Independen
42,Male,GDL/Sweden,Cenrist
42,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
42,,,Independen
42,Male,GDL/Sweden,Cenrist
42,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
42,Male,GDL/Sweden,Cenrist
42,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
42,,,Independen
42,Male,GDL/Sweden,Cenrist
42,Male,GDL/Sweden,Cenrist
42,,,Independen
42,Male,GDL/Sweden,Cenrist
42,,,Independen
42,Male,GDL/Sweden,Cenrist
42,Male,,Liberal
42,Male,,Liberal
42,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
42,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
42,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
42,Male,,Liberal
42,Male,GDL/Sweden,Cenrist
43,Male,GDL/Sweden,Cenrist
44,Male,GDL/Sweden,Cenrist
44,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
44,Male,GDL/Sweden,Cenrist
44,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
45,Male,GDL/Sweden,Cenrist
45,Male,In your head,Other
45,Male,GDL/Sweden,Cenrist
45,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
45,Male,GDL/Sweden,Cenrist
45,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
45,Male,GDL/Sweden,Cenrist
45,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
45,Male,GDL/Sweden,Cenrist
45,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
45,Male,GDL/Sweden,Cenrist
45,Male,GDL/Sweden,Cenrist
45,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
45,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
45,Male,GDL/Sweden,Cenrist
45,Male,GDL/Sweden,Cenrist
45,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
45,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
45,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
45,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
45,Male,Chicago,Independen
45,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
45,Male,Chicago,Independen
46,Male,,Progressive
46,Male,,Conservative
46,Male,,Cenrist
47,Male,GDL/Sweden,Cenrist
47,,'Murica,Independen
47,Male,GDL/Sweden,Cenrist
47,Male,,Liberal
47,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
47,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
47,Male,GDL/Sweden,Cenrist
47,Male,GDL/Sweden,Cenrist
47,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
47,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
47,Male,GDL/Sweden,Cenrist
47,Male,GDL/Sweden,Cenrist
47,Male,Chicago,Independen
47,Male,GDL/Sweden,Cenrist
47,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
47,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
47,Male,GDL/Sweden,Cenrist
47,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
47,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
47,Male,GDL/Sweden,Cenrist
47,Male,Chicago,Independen
47,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
47,Male,GDL/Sweden,Cenrist
47,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
47,Male,GDL/Sweden,Cenrist
48,Male,India,
48,Male,Tampa Bay area,Progressive
49,Male,India,
50,,Trumplandia,Very Conservative
50,Male,Miami,Independen
50,Male,"Smackover, AR.",Very Conservative
50,Male,Atlan,Independen
50,Male,,Independen
50,Female,S. California,Slightly Conservative
50,Male,"Corpus Christi, Texas",Libertarian - Left
50,Female,S. California,Slightly Conservative
50,Female,S. California,Slightly Conservative
50,Male,"Corpus Christi, Texas",Libertarian - Left
50,Female,S. California,Slightly Conservative
50,Male,,Independen
51,Male,California Caliphat,Independen
51,,,Cenrist
51,Male,Omaha NE,Libertarian
51,Male,Miami,Independen
51,,,
51,Male,California Caliphat,Independen
51,,,
52,Male,Knee deep in garden dirt,Other
52,Male,Mid-West USA,Libertarian - Left
52,Male,Knee deep in garden dirt,Other
53,Male,"Staten Island, NY USA",Other
53,,,Independen
54,Male,GDL/Sweden,Cenrist
54,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
54,Male,GDL/Sweden,Cenrist
54,Male,"Uhland, Texas",Libertarian
54,Male,UP of Michigan,Independen
54,Male,Third Coast,Other
54,Female,sout,Other
54,Male,Third Coast,Other
54,Male,GDL/Sweden,Cenrist
54,Male,GDL/Sweden,Cenrist
54,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
54,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
54,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
54,Male,GDL/Sweden,Cenrist
54,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
54,Male,GDL/Sweden,Cenrist
54,Male,,Very Conservative
54,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
54,Male,GDL/Sweden,Cenrist
54,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
54,Male,GDL/Sweden,Cenrist
54,Male,GDL/Sweden,Cenrist
54,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
55,Male,,Progressive
55,Male,,Slightly Liberal
55,Male,In your head,Other
56,Male,,Independen
56,,US,
56,Female,Wisconsin,Progressive
56,Male,,Other
56,Female,Tenessee,Liberal
56,,,Cenrist
57,Male,,Progressive
57,Male,,Independen
57,Male,,Independen
57,Male,California Caliphat,Independen
57,Male,Third Coast,Other
57,Male,PNW,Libertarian - Left
57,Male,Third Coast,Other
58,Male,in expatria,Privat
59,Male,,Progressive
59,Male,,Slightly Liberal
59,Male,UP of Michigan,Independen
59,,,Cenrist
59,Male,UP of Michigan,Independen
59,,,Cenrist
59,Male,Washington,Independen
59,Male,UP of Michigan,Independen
59,Male,Washington,Independen
59,Male,Massachuset,Other
59,Male,UP of Michigan,Independen
59,Female,"Tucson to Tucumcari, Tehachapi to Tonapah",Liberal
59,Male,"Meridian, Idaho",Cenrist
59,,,Cenrist
59,Male,UP of Michigan,Independen
60,Male,,Progressive
60,Male,Atlan,Independen
60,Male,San Diego,Other
60,,,Cenrist
60,,Trumplandia,Very Conservative
60,Male,Washington,Independen
61,Male,,Independen
61,,,Privat
61,Male,Massachuset,Other
61,Male,,Independen
61,Male,Massachuset,Other
62,Male,,Independen
62,Male,The Americas,Privat
62,,Trumplandia,Very Conservative
62,Male,,Independen
63,Male,,Progressive
63,Male,Los Angeles,
63,Male,,Independen
64,,,Libertarian - Right
64,,,Libertarian - Right
64,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
64,,Trumplandia,Very Conservative
65,Male,,Independen
66,Male,,Progressive
66,Male,"US, California - federalist",Liberal
66,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
66,Male,,Communist
66,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
66,Male,,Communist
66,Male,,Independen
66,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
66,Male,,Communist
66,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
67,Male,,Progressive
67,Male,,Communist
68,Male,,Independen
68,,Somewhere in Babylon...,
68,Male,,Conservative
68,Male,,Independen
68,,Trumplandia,Very Conservative
69,Male,,Progressive
69,Male,Englan,Independen
69,Male,Atlan,Independen
69,Male,California,Conservative
69,Male,,Independen
70,Male,,Progressive
70,Male,"Tenessee, USA",Conservative
71,Male,,Progressive
72,Male,,Progressive
73,Male,,Progressive
73,,Trumplandia,Very Conservative
74,Male,,Progressive
74,Male,WA,Libertarian
75,Male,,Progressive
75,Male,Miami,Independen
75,Male,,Independen
75,Male,,Progressive
75,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
75,,Trumplandia,Very Conservative
75,Male,Oceania,Libertarian
75,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
76,Male,,Progressive
76,Male,"Uhland, Texas",Libertarian
76,Male,,Cenrist
76,Male,,Other
76,Male,"Uhland, Texas",Libertarian
76,Male,,Progressive
76,Male,,Other
76,Male,United States,Privat
77,Male,,Progressive
77,Male,NW USA,
77,Male,,Progressive
77,Male,NW USA,
77,Male,,Progressive
77,Male,,
78,Male,,Progressive
79,Male,,Progressive
79,,,
79,Male,,Independen
79,Male,,Progressive
79,Male,NW USA,
79,,,
80,Male,,Progressive
80,,,
81,Male,,Progressive
81,Male,Atlan,Independen
81,Male,,Progressive
81,Male,,Progressive
81,Male,CT,
81,Male,"Jackson, MS",Other
81,Male,,Progressive
81,Female,Pacific Northwest,Liberal
81,Male,"Jackson, MS",Other
81,Female,Middle Tenessee,Conservative
81,Female,Middle Tenessee,Conservative
81,Male,,Slightly Liberal
81,Female,Middle Tenessee,Conservative
81,,,
81,Male,,Conservative
81,,,
81,Male,Portlandia,Libertarian - Right
81,Male,,Conservative
81,Male,North Texas,Libertarian - Right
81,Male,North Texas,Libertarian - Right
81,Male,Portlandia,Libertarian - Right
81,Male,North Texas,Libertarian - Right
81,Male,Portlandia,Libertarian - Right
81,Male,,Conservative
81,Female,Middle Tenessee,Conservative
82,Male,,Progressive
82,Male,California,Conservative
82,Male,Fl,Moderat
82,Male,United States,Privat
82,Female,sout,Other
82,Male,Atlan,Independen
82,Male,,Progressive
83,Male,,Progressive
84,Male,,Progressive
84,Male,Miami,Independen
84,Male,Mid-West USA,Libertarian - Left
84,,,Libertarian - Right
84,Male,,Progressive
84,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
85,Male,,Progressive
85,Male,,Slightly Liberal
86,Male,,Progressive
86,Male,North Texas,Libertarian - Right
86,Male,foothills of destin,Slightly Liberal
86,Male,,Progressive
86,Male,Mid-West USA,Libertarian - Left
86,Male,North Texas,Libertarian - Right
86,Male,CT,
87,Male,,Progressive
87,Male,,Progressive
87,,Trumplandia,Very Conservative
88,Male,,Progressive
88,,,Independen
88,Male,,Independen
88,Male,foothills of destin,Slightly Liberal
88,Male,foothills of destin,Slightly Liberal
88,,,Cenrist
88,Male,,Slightly Liberal
88,Male,,Independen
88,Male,ILxe2x80x9416,Other
88,Male,,Slightly Liberal
88,Male,,Slightly Liberal
88,Male,,Independen
88,Male,,Slightly Liberal
88,Male,,Independen
88,Male,okla-freakin-homa,Progressive
88,,,Independen
89,Male,,Progressive
89,Male,,Progressive
89,,,Cenrist
89,Male,,Progressive
90,Male,,Progressive
90,Male,San Diego,Other
90,Male,,Progressive
90,Male,San Diego,Other
90,Male,,Progressive
90,Male,San Diego,Other
90,Male,ILxe2x80x9416,Other
90,Male,Seatle Area,Independen
90,Male,San Diego,Other
90,Male,Mid-West USA,Libertarian - Left
90,Male,Mineapolis,Other
90,,,Cenrist
90,Male,,Independen
90,Male,California,Privat
91,Male,,Progressive
91,Male,Atlan,Independen
91,Male,Third Coast,Other
91,Male,Oceania,Libertarian
91,Male,With Yo Mama,Independen
91,Male,okla-freakin-homa,Progressive
91,Male,Third Coast,Other
91,Male,,Progressive
91,Male,Olympia Wa,Other
91,Male,Canada,Cenrist
91,Male,Olympia Wa,Other
91,Male,Olympia Wa,Other
91,Male,Canada,Cenrist
91,,,
91,Male,Third Coast,Other
91,Male,Atlan,Independen
91,Male,"Tenessee, USA",Conservative
91,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
91,Male,Phoenix,Cenrist
91,,Trumplandia,Very Conservative
91,Male,,Moderat
92,,,
93,Male,,Progressive
93,Male,,Slightly Liberal
93,Male,The Lone Star State.,Conservative
93,Male,,Progressive
93,Female,sout,Other
93,Male,,Progressive
93,Male,"Tenessee, USA",Conservative
94,Male,,Progressive
94,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
95,Male,,Progressive
96,Male,,Progressive
97,Male,,Progressive
97,Male,Olympia Wa,Other
98,Male,,Progressive
98,,,
98,Male,California,Conservative
98,Male,,Progressive
99,Male,,Progressive
99,,Somewhere in Babylon...,
99,,,
99,Male,,Progressive
99,Male,South Texas,Conservative
99,Male,Near Atlana Georgia,Slightly Conservative
100,Male,,Progressive
100,,Somewhere in Babylon...,
100,Male,,Progressive
101,Male,,Progressive
101,Male,WA,Libertarian
102,Male,,Progressive
103,Male,,Progressive
103,Male,,Progressive
104,Male,,Progressive
104,Male,Virginia,Conservative
104,Male,Southern OR,Conservative
104,Male,,Progressive
105,Male,,Progressive
105,Male,"Tenessee, USA",Conservative
106,Male,GDL/Sweden,Cenrist
106,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
106,Male,GDL/Sweden,Cenrist
106,Male,GDL/Sweden,Cenrist
106,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
107,Male,GDL/Sweden,Cenrist
107,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
107,Male,GDL/Sweden,Cenrist
107,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
107,Male,foothills of destin,Slightly Liberal
107,Male,GDL/Sweden,Cenrist
107,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
108,Male,GDL/Sweden,Cenrist
108,Male,Olympia Wa,Other
108,Male,GDL/Sweden,Cenrist
108,Male,Olympia Wa,Other
108,Male,GDL/Sweden,Cenrist
109,Male,,Progressive
109,Male,United States,Privat
109,Male,,Independen
109,,,
110,Male,,Progressive
110,Male,Atlan,Independen
110,Male,,Progressive
110,Male,"Columbus, OH",Moderat
111,Male,,Progressive
111,Male,Olympia Wa,Other
111,Male,"Tenessee, USA",Conservative
112,Male,,Progressive
112,Male,,Slightly Liberal
113,Male,,Progressive
114,Male,,Progressive
114,Male,,Independen
115,Male,,Progressive
115,Male,,Other
116,Male,,Progressive
116,Male,,Independen
117,Male,,Progressive
117,Male,Miami,Independen
117,Male,Ohio,Libertarian - Right
118,Male,WA,Libertarian
118,Male,Pensylvania,Progressive
118,Male,,Independen
118,Male,WA,Libertarian
118,Male,Massachuset,Other
118,Male,WA,Libertarian
118,Male,WA,Libertarian
119,Male,,Progressive
119,Female,sout,Other
119,Male,NW USA,
119,Male,,Progressive
119,Male,foothills of destin,Slightly Liberal
119,Male,,
119,Male,kekistan,Socialist
119,Male,,Progressive
119,Male,NW USA,
119,Male,"Tenessee, USA",Conservative
120,Male,,Progressive
120,Male,Olympia Wa,Other
120,Female,sout,Other
120,Male,foothills of destin,Slightly Liberal
120,Male,NW USA,
120,Male,,Progressive
120,Male,,Progressive
120,Male,,
120,Male,CT,
120,Male,,
120,Male,CT,
120,Male,,
120,Male,"US, California - federalist",Liberal
120,Male,CT,
120,Male,,
120,Male,,Progressive
120,Male,,
120,Male,ew zealand.,Other
120,Male,ew zealand.,Other
120,Male,,Progressive
120,Male,ew zealand.,Other
120,Male,,Progressive
121,Male,,Progressive
121,,,
121,Male,,Progressive
121,Male,Miami,Independen
121,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
121,Male,,Progressive
121,Male,Peoples Republic of California AKA Taxifornia,Libertarian - Right
121,Male,,Progressive
122,Male,,Progressive
123,Male,,Progressive
124,Male,,Progressive
125,Male,,Progressive
126,Male,,Progressive
126,Male,,Independen
126,,,
126,Male,,Progressive
126,Male,,Independen
126,Male,Olympia Wa,Other
126,Male,,Progressive
127,,,Libertarian - Right
127,,,Libertarian - Right
127,,,Cenrist
127,,,Libertarian - Right
128,Male,,Progressive
128,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
129,Male,,Progressive
129,Male,"Uhland, Texas",Libertarian
130,Male,,Progressive
131,Male,,Progressive
131,Male,Washington,Independen
131,Male,,Progressive
131,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
131,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
131,Male,Washington,Independen
131,Male,Indian,Other
131,Male,Washington,Independen
131,Male,,Progressive
131,Male,Washington,Independen
131,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
131,Male,Indian,Other
131,Male,Indian,Other
131,Male,Indian,Other
131,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
131,Male,Indian,Other
131,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
131,Male,"Tenessee, USA",Conservative
131,Male,Indian,Other
131,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
131,Male,Indian,Other
132,Male,,Progressive
132,,,
133,Male,,Progressive
133,,,
134,Male,,Progressive
135,Male,,Progressive
135,Male,California,Conservative
135,Male,Third Coast,Other
135,Male,Miami,Independen
135,Male,,Progressive
135,,,
135,Female,Lost at sea,Libertarian - Right
135,,Trumplandia,Very Conservative
136,Male,,Progressive
136,Male,,Independen
137,Male,,Progressive
137,,,
137,Male,Mid-West USA,Libertarian - Left
137,,,
137,Male,CT,
137,Male,CT,
137,,,
137,Male,CT,
137,,,
137,,,Libertarian - Right
137,,,
137,Male,CT,
137,,,
137,Male,CT,
138,Male,,Progressive
138,Male,Miami,Independen
139,Male,,Progressive
139,Male,,Conservative
140,Male,,Progressive
140,Male,"Uhland, Texas",Libertarian
141,Male,,Progressive
142,Male,,Progressive
142,Male,,Liberal
143,,,Libertarian - Right
143,,,
143,Male,California Caliphat,Independen
143,,,Libertarian - Right
143,,,Libertarian - Right
143,,,Libertarian - Right
144,Male,,Progressive
144,,Somewhere in Babylon...,
