Thread,Gender,Location,Political_leaning
38,Male,,Conservative
38,Male,,Moderat
38,Male,,Moderat
38,,,
38,Male,,Conservative
38,,,Independen
38,Male,"Tenessee, USA",Conservative
38,Male,,Independen
38,Male,,Libertarian - Left
38,,,Independen
38,,,Independen
38,Male,,Other
38,Male,Idaho,Other
38,Male,Idaho,Other
38,Male,Idaho,Other
38,Male,"Alaska (61.5xc2xb0N, -149xc2xb0W",Conservative
38,Male,"Alaska (61.5xc2xb0N, -149xc2xb0W",Conservative
38,Male,Idaho,Other
39,Female,"Gainesville, Florida",Liberal
39,Male,,Very Conservative
39,Male,,Independen
39,Female,"Rolesville, NC",Moderat
39,Male,Chicago,Very Conservative
39,Male,,Cenrist
39,Male,"Corpus Christi, Texas",Libertarian - Left
39,Female,"Gainesville, Florida",Liberal
39,Female,Colorado,Liberal
39,Male,St. Louis MO,Slightly Conservative
39,Male,Flori-duh,Progressive
39,Male,Rocky Mt. High,Progressive
39,Male,AL,Libertarian
39,Male,,Very Conservative
39,Male,AL,Libertarian
39,Male,,Very Conservative
39,Male,AL,Libertarian
39,Male,Seatle Area,Independen
39,Female,"Gainesville, Florida",Liberal
39,Male,Tampa Bay area,Progressive
39,Male,PNW,Other
39,,,Cenrist
39,,,Cenrist
39,Male,Chicago,Very Conservative
39,,,
40,Male,California Caliphat,Independen
41,Male,Pacific NW,Liberal
41,,,Cenrist
41,,Bedroom,
41,Male,Indian,Other
41,Female,"Gainesville, Florida",Liberal
41,Male,,Moderat
41,Male,Iowa,Cenrist
41,Male,,
41,Male,New Mexico,Progressive
41,Male,New Mexico,Progressive
41,Female,,Liberal
42,Male,Texas,Slightly Liberal
42,Female,"Gainesville, Florida",Liberal
42,,,Cenrist
42,,,Cenrist
42,Male,Texas,Slightly Liberal
42,Female,"Mt Pleasan, South Carolin",Slightly Liberal
42,Female,"Mt Pleasan, South Carolin",Slightly Liberal
42,Male,menifee calif.,Liberal
42,Male,Seatle Area,Independen
42,Female,"Gainesville, Florida",Liberal
42,Female,"Gainesville, Florida",Liberal
42,Female,"Mt Pleasan, South Carolin",Slightly Liberal
42,,,
42,,,
42,,,
42,Male,Rocky Mt. High,Progressive
42,Male,PNW USA,Other
42,Male,,
42,Male,N. Virginia,Slightly Liberal
42,Male,Boston Massachuset,
42,Male,Texas,Slightly Liberal
42,Male,Idaho,Other
42,Female,"Mt Pleasan, South Carolin",Slightly Liberal
42,Female,"Mt Pleasan, South Carolin",Slightly Liberal
42,Male,Idaho,Other
43,Male,,Progressive
43,,,
43,,,Cenrist
43,Male,Third Coast,Other
43,Male,United States,Privat
43,Male,United States,Privat
43,Female,"Mt Pleasan, South Carolin",Slightly Liberal
43,Female,"Gainesville, Florida",Liberal
43,Female,"Gainesville, Florida",Liberal
43,Male,"Tenessee, USA",Conservative
43,,,
43,Male,Texas,Slightly Liberal
43,,,
43,Male,Texas,Slightly Liberal
43,Male,United States,Privat
43,Male,United States,Privat
43,Male,,
44,Male,,Independen
44,Male,"Cambridge, MA",Slightly Liberal
45,Male,,Independen
45,Male,Georgia,Slightly Liberal
45,Male,Chicago,Very Conservative
45,Male,,Independen
45,Female,,Liberal
45,Male,Chicago,Very Conservative
45,Male,,Libertarian
45,Male,,Libertarian
45,,USA,Independen
45,Male,,Libertarian
45,Male,Georgia,Slightly Liberal
45,Male,Suny red state Florida,Very Conservative
45,,US,
45,,,Moderat
45,,US,
45,Female,"Gainesville, Florida",Liberal
45,,,Moderat
45,Female,"Gainesville, Florida",Liberal
45,Male,Tyler TX,Independen
45,,,
45,Male,Chicago,Very Conservative
45,Male,Chicago,Very Conservative
45,,,
45,Male,Chicago,Very Conservative
45,Male,Flori-duh,Progressive
46,,USA,Independen
46,Male,Flanders.,
46,Male,,
46,Female,Tenessee,Liberal
46,Male,,Other
46,Male,Rocky Mt. High,Progressive
46,,USA,Independen
46,Male,,Libertarian
46,,,
46,,,
46,Male,,
46,Male,on an island off the left coast of Canada,Liberal
46,Male,,Independen
46,Male,Massachuset,Other
46,Male,Lebanon Oregon,Liberal
46,Male,,Independen
47,,USA,Independen
47,Male,"Denon, Texas",Very Liberal
48,,'Murica,Independen
48,Male,Indian,Liberal
48,,'Murica,Independen
48,Male,Los Angeles,
48,Male,,
48,Male,PNW USA,Other
48,Male,,Moderat
48,Male,Idaho,Other
48,Male,,Independen
48,Male,UP of Michigan,Independen
48,Male,UP of Michigan,Independen
48,Male,Over that way,Independen
49,,,
50,Male,,Independen
50,,,
50,Male,Texas,Independen
50,Male,"Uhland, Texas",Libertarian
50,Male,,Independen
50,,,
50,Female,"Gainesville, Florida",Liberal
51,Female,"Gainesville, Florida",Liberal
51,Male,Rocky Mt. High,Progressive
51,Female,"Gainesville, Florida",Liberal
51,Male,The Bay,Progressive
51,Male,The Bay,Progressive
51,Male,Tampa Bay area,Progressive
51,Female,"Gainesville, Florida",Liberal
51,Male,The Bay,Progressive
51,Female,"Gainesville, Florida",Liberal
51,,,
51,Male,,Very Conservative
51,Female,Tenessee,Liberal
52,Male,,Progressive
52,Female,"Gainesville, Florida",Liberal
52,Male,United States,Privat
52,Male,United States,Privat
52,Male,midwest,Conservative
52,Male,Ohio,Independen
52,Female,"Gainesville, Florida",Liberal
52,Male,midwest,Conservative
52,Female,"Gainesville, Florida",Liberal
52,Female,"Gainesville, Florida",Liberal
52,,,
52,Male,Ohio,Independen
52,,,
52,Female,"Gainesville, Florida",Liberal
52,Male,Ohio,Independen
52,,,
52,,,
52,Male,midwest,Conservative
52,Female,"Gainesville, Florida",Liberal
52,Male,midwest,Conservative
52,Female,"Gainesville, Florida",Liberal
52,Male,Ohio,Independen
52,Male,midwest,Conservative
52,Male,,Liberal
52,Male,Chicago,Very Conservative
53,Male,,Progressive
53,,,Progressive
53,Male,Third Coast,Other
53,,'Murica,Independen
53,Male,Minesot,Cenrist
53,Male,SE Virginia,Conservative
53,Female,"Mt Pleasan, South Carolin",Slightly Liberal
53,Female,"Mt Pleasan, South Carolin",Slightly Liberal
53,Female,"Gainesville, Florida",Liberal
53,Male,,Very Conservative
53,Female,"Gainesville, Florida",Liberal
53,Female,"Mt Pleasan, South Carolin",Slightly Liberal
53,Female,"Gainesville, Florida",Liberal
53,Female,"Mt Pleasan, South Carolin",Slightly Liberal
53,Female,"Gainesville, Florida",Liberal
53,Male,,Conservative
53,Male,VPN @ PRC/HKG/SPORE/JPN/LA/UK/CANADA/& EU OTHERS,Progressive
54,,,
54,Male,Akron,Progressive
54,Male,,Liberal
54,Male,Akron,Progressive
54,,,Communist
54,Male,,Libertarian
54,,,
54,,,Communist
54,Male,,Libertarian
54,,,Communist
54,,,
54,Male,Akron,Progressive
54,,,Communist
54,Male,,Libertarian
54,,,Communist
54,Male,,Libertarian
54,Male,Massachuset,Other
54,Male,AL,Libertarian
54,Male,,Libertarian
54,,,Communist
54,,,Communist
54,Male,,Independen
54,Male,Ohio,Independen
54,Male,,Liberal
54,Male,Flori-duh,Progressive
55,Male,,Progressive
55,Male,Flori-duh,Progressive
55,Male,,Progressive
55,Male,,Independen
55,,,
55,Male,Flori-duh,Progressive
55,Male,A very blue stat,Independen
55,Male,Rocky Mt. High,Progressive
55,Male,,Liberal
55,Female,,Progressive
55,Male,AL,Libertarian
55,Male,"Near Boise, ID",Liberal
55,Male,The Garden Stat,
55,Male,,Liberal
55,Female,,Progressive
55,Male,,Independen
55,Male,,Other
55,Male,"Near Boise, ID",Liberal
55,Female,"Gainesville, Florida",Liberal
55,Male,New Hampshire ( Live free or Die,Conservative
55,Male,,Progressive
55,Male,New Hampshire ( Live free or Die,Conservative
55,Female,"Gainesville, Florida",Liberal
55,Male,,Libertarian
55,Male,,Libertarian
56,,,Cenrist
56,,,Cenrist
56,Male,Georgia,Slightly Liberal
56,Male,,Independen
56,,,
56,,,
56,,,Cenrist
56,Male,,Libertarian - Left
56,,,
56,Male,,Libertarian - Left
56,,,
56,Male,,Libertarian - Left
56,Male,,Libertarian - Left
56,Male,Los Angeles,
56,,,
56,Male,,Libertarian - Left
56,Female,Tenessee,Liberal
56,,,
56,Male,N. Virginia,Slightly Liberal
56,,,
56,Male,United States,Privat
56,Male,United States,Privat
56,Male,,Libertarian - Left
56,Male,Massachuset,Other
56,Male,"Denon, Texas",Very Liberal
57,Male,,Independen
57,Male,Third Coast,Other
57,Male,,Liberal
57,,,Cenrist
57,Male,,Very Conservative
57,Male,Third Coast,Other
57,Male,,Very Conservative
57,Male,,Independen
57,Male,,Very Conservative
57,Male,Third Coast,Other
57,Male,,Independen
58,Male,,Independen
59,Male,Texas,Slightly Liberal
59,Female,Tenessee,Liberal
59,Male,Lebanon Oregon,Liberal
59,,,
59,Male,Flori-duh,Progressive
59,Male,Texas,Slightly Liberal
59,Male,"Denon, Texas",Very Liberal
59,Male,Lebanon Oregon,Liberal
59,,,
59,Male,Chicago,Very Conservative
59,Male,Rocky Mt. High,Progressive
59,Male,Rocky Mt. High,Progressive
59,,,
59,Female,"Mt Pleasan, South Carolin",Slightly Liberal
59,Female,"Mt Pleasan, South Carolin",Slightly Liberal
59,Male,on an island off the left coast of Canada,Liberal
59,Male,Lebanon Oregon,Liberal
59,Male,,Independen
59,Male,The Bay,Progressive
59,Female,"Rolesville, NC",Moderat
59,Male,,Independen
59,Male,SE Virginia,Conservative
59,Female,Tenessee,Liberal
59,Female,Tenessee,Liberal
59,Female,New Jersey,Liberal
60,Female,"Gainesville, Florida",Liberal
60,Male,Idaho,Other
60,Male,American Refugee in Europe,Independen
60,Male,Idaho,Other
60,Male,American Refugee in Europe,Independen
60,Male,,Cenrist
60,Male,American Refugee in Europe,Independen
60,Male,Idaho,Other
60,Male,American Refugee in Europe,Independen
60,Male,Idaho,Other
60,Male,American Refugee in Europe,Independen
60,Male,Idaho,Other
60,Female,"Gainesville, Florida",Liberal
60,Male,Flori-duh,Progressive
60,Female,New Englan,Moderat
60,Male,Georgia,Slightly Liberal
60,Female,"Gainesville, Florida",Liberal
60,Female,"Gainesville, Florida",Liberal
60,Female,"Gainesville, Florida",Liberal
60,Male,Idaho,Other
60,Male,Idaho,Other
60,Female,"Gainesville, Florida",Liberal
60,Male,"Phoenix, AZ",Independen
60,,,
60,Male,Texas,Independen
61,Male,,Progressive
61,Female,New Englan,Moderat
61,,,
61,Male,"Cambridge, MA",Slightly Liberal
61,,US,
61,Male,,Progressive
61,,,
62,Male,UK,Socialist
62,Female,"Gainesville, Florida",Liberal
62,Male,UK,Socialist
62,Male,California Caliphat,Independen
62,,Somewhere in Babylon...,
62,Male,California Caliphat,Independen
62,,,
63,Male,Pacific NW,Liberal
63,Male,Pacific NW,Liberal
63,Male,The birthplace of Italian Beef,
63,Male,,Very Conservative
63,Male,The birthplace of Italian Beef,
63,Male,Flori-duh,Progressive
63,Male,,Cenrist
63,,,
63,Male,Pacific NW,Liberal
63,Male,AL,Libertarian
63,,,
63,,Somewhere in Babylon...,
63,Male,PNW USA,Other
63,Male,PNW USA,Other
63,Male,AL,Libertarian
63,,,Moderat
63,Male,,Very Conservative
63,,,Moderat
63,,,
63,Male,PNW USA,Other
63,Male,The birthplace of Italian Beef,
63,Male,,Independen
63,Male,US Southwest,Liberal
63,Male,United States,Privat
63,Male,The birthplace of Italian Beef,
64,Male,,Progressive
64,Male,California Caliphat,Independen
64,,'Murica,Independen
64,Male,"Tenessee, USA",Conservative
64,Male,Flori-duh,Progressive
64,Male,,Progressive
65,Male,,Slightly Liberal
65,Male,Chicago,Very Conservative
65,Male,,Independen
65,Male,,Slightly Liberal
65,,,Communist
65,Male,"Williamsburg, Virginia",Independen
65,Male,,Other
65,Male,,Other
65,Male,"Smackover, AR.",Very Conservative
65,Male,,Other
65,Female,"Gainesville, Florida",Liberal
65,Male,"Williamsburg, Virginia",Independen
65,Female,"Gainesville, Florida",Liberal
65,Male,"Williamsburg, Virginia",Independen
65,Female,"Gainesville, Florida",Liberal
65,,Canada,Liberal
65,Male,"Williamsburg, Virginia",Independen
65,,Oregon,
65,Male,PNW,Other
65,Male,"Phoenix, AZ",Independen
66,Male,The birthplace of Italian Beef,
66,Male,,Independen
66,Male,"Charleston, SC",Libertarian - Left
66,Male,"Cambridge, MA",Slightly Liberal
66,Male,The birthplace of Italian Beef,
66,Male,,Very Conservative
66,Male,,Other
66,,,
66,Male,Chicago,Very Conservative
66,Female,,Progressive
66,,,
66,Male,PNW USA,Other
66,Male,United States,Privat
66,Female,Midwest,
66,Male,PNW USA,Other
66,Male,,Independen
66,Male,The birthplace of Italian Beef,
66,Male,The birthplace of Italian Beef,
66,Male,Third Coast,Other
66,Male,The birthplace of Italian Beef,
66,Male,Third Coast,Other
66,Male,The birthplace of Italian Beef,
66,Male,The birthplace of Italian Beef,
66,Male,,
66,Male,"Williamsburg, Virginia",Independen
67,Male,,Progressive
67,Male,Tucson,Other
67,Male,,Very Conservative
68,Male,Texas,Slightly Liberal
68,Male,"Williamsburg, Virginia",Independen
68,Male,,
69,Male,,Independen
69,,,Communist
69,Female,"Gainesville, Florida",Liberal
70,Male,PNW,Other
71,Male,,Independen
71,Male,,Other
71,Female,"Gainesville, Florida",Liberal
72,Male,,Independen
72,Female,,Progressive
72,Male,,Conservative
72,,,
72,Male,"Uhland, Texas",Libertarian
72,Male,,Slightly Liberal
72,,,
72,Male,,Very Conservative
72,,,
72,Male,,Independen
72,Male,N. Virginia,Slightly Liberal
72,Male,Texas,Independen
72,,,
72,Female,,Progressive
72,,,
72,Male,Massachuset,Other
72,Male,,Conservative
72,Male,"Cambridge, MA",Slightly Liberal
72,Male,California,Conservative
72,Male,,Liberal
72,Male,California Caliphat,Independen
72,,,
72,Male,quanum paradox,Other
72,,,
72,Male,,Cenrist
73,Male,,Progressive
73,,'Murica,Independen
73,Male,Texas,Slightly Liberal
73,Male,,Progressive
73,Male,South Texas,Conservative
73,Female,,Progressive
73,,,
73,Male,"Tenessee, USA",Conservative
73,Female,,Progressive
73,Male,In the cener of it all.,
73,,,Cenrist
73,Male,"Davidson, NC",Liberal
